product_id,mpn
1741,HMCG88MEBSA092N
1742,CMK32GX5M2B5600C36
1743,FF3D532G6000HC28ADC01
1744,FF4D532G6000HC30DC01
1745,Unknown
1746,Unknown
1747,Unknown
1748,MTC4C10163S1UC48BA1
1749,KD5AGUA80-62B280G
1750,HMCG66MEBSA092N
1751,CP16G60C36U5B.M8D1
1752,5M31N59994
1753,PVER516G60C42W
1753,PVER516G60C30W
1754,F5-6800J3445G16GX2-RM5RK
1755,P48429-H61
1756,F5-6000J3636F32GX2-TZ5RK
1757,F5-6400J3239G16GX2-TZ5RS
1758,Unknown
1759,M323R1GB4DB0-CWM
1760,PC5-38400
1761,CT32G56C46S5.M16D1
1762,CP2K16G60C48U5
1763,Unknown
1764,F5-4800S3434A16GA2-RS
1765,EB70-J1528
1766,MTC8C1084S1SC48BA1
1767,EB70-B9662
1768,EB70-J614
1769,EB70-B11661
1770,EB63-A154
1771,AD5U480016G-S-ATC
1772,AT8G1D5D5600NS16N11V
1773,EB70-B8676
1774,Unknown
1775,F5-6000J3040G32GX2-FX5
1776,4X71K20069
1777,KF552C40BBAK2-16
1778,EB70-B4111
1779,EB70-I624
1780,EB70-B8673
1781,EB63-A376
1782,EB63-A699
1783,M425R4GA3BB0-CQK
1784,EB63-A492
1785,EB63-A665
1786,PVVR532G560C36K
1786,PVVR532G600C36K
1786,PVVR532G600C30K
1786,PVVR532G620C40K
1786,PVVR532G640C32K
